text,spam
telephone interview with the enron corp research group dear thank you for giving me an opportunity to have an interview with enron corp i am looking forward to hearing the result from you in case you are interested in reading some of my works you can go to best regards seksan original message from shirley crenshaw enron com mailto shirley crenshaw enron com sent tuesday june pm to centered engin umich edu cc vince j kaminski pinnamaneni krishnarao osman sezgen telephone interview with the enron corp research group seksan this friday the rd at pm eastern time pm central would work fine please let me have the telephone number you can be reached at regards shirley crenshaw seksan kiatsupaibul on pm to shirley crenshaw cc vince j kaminski pinnamaneni krishnarao osman sezgen telephone interview with the enron corp research group dear thank you for giving an opportunity to have an interview with enron corp this friday afternoon from lpm to pm eastern time would be good for me please let me know whether or not the time is also convenient for you best regards seksan on tue jun shirley crenshaw wrote good afternoon mr kiatsupaibul the enron corp research group would like to conduct a telephone interview with you at your convenience please let me know your availability this friday the rd and during the week of june th and i will shedule the interview the interviewers would be vince kaminski managing director p v krishnarao director osman sezgen manager look forward to hearing from you regards shirley crenshaw administrative coordinator enron corp research email shirley crenshaw enron com,0
survey information email current notes user to ensure that you experience a successful migration from notes to outlook it is necessary to gather individual user information prior to your date of migration please take a few minutes to completely fill out the following survey when you finish simply click on the reply button then hit send your survey will automatically be sent to the outlook migration mailbox thank you outlook migration team full name login id extension office location what type of computer do you have desktop laptop both do you have a pda if yes what type do you have none ipaq palm pilot jornada do you have permission to access anyone s email calendar if yes who does anyone have permission to access your email calendar if yes who are you responsible for updating anyone else s address book if yes who is anyone else responsible for updating your address book if yes who do you have access to a shared calendar if yes which shared calendar do you have any distribution groups that messaging maintains for you for mass mailings if yes please list he please list all notes databases applications that you currently use in our efforts to plan the exact date time of your migration we also will need to know what are your normal work hours from to will you be out of the office in the near future for vacation leave etc if so when from mm dd yy to mm dd yy,0
las vegas high rise boom las vegas is fast becoming a major metropolitan city new high rise towers are expected to be built on and around the las vegas strip within the next years that s condominiums this boom has just begun buy first early phase pre construction pricing is now available on las vegas high rises including trump cosmopolitan mgm turnberry icon sky among others join the interest list www verticallv com message has been sent to you by realty one highrise learn more at www verticallv comif you wish to be excluded from future mailings please reply with the word remove in the subject line,1
rice course vince i am an adjunct professor at rice working with wil uecker in executive education with your concurence i would like to sit in your energy derivatives course i understand from wil that there are students registered for the course if you consent would you let me know what material i need thank you dennis w loughridge,0
fresh crisp leads from allmerica financial through established sponsored market programs with cpa firms banks credit unions and property and casualty firms you ll receive the kind of leads you need to grow your client base and meet their long term financial needs allmerica experts will help you map a strategy for selecting and penetrating the right market or markets to grow your practice we ll also give you the on going support to make sure that you stay on target allmerica gives you an edge by providing you with web based new business technology and customer service programs designed for responsiveness and convenience your local office will provide proven innovative marketing and sales support programs brought to you by your field based associates investment products and services brokerage services private money managers individual securities automatic account rebalancing mutual funds individual retirement accounts proprietary and non proprietary variable and fixed annuities asset allocation models and investment planning wrap programs plans other personal financial services financial planning tax planning retirement planning comprehensive planning software education planning risk management insurance planning estate planning business services business planning business insurance buy sell key person business continuation executive compensation qualified plans pensions profit sharing k group insurance life disability medical etc please fill out the form below for more information name e mail phone city state we don t want anybody to receive our mailing who does not wish to receive them this is a professional communication sent to insurance professionals to be removed from this mailing list do not reply to this message instead go he www insurancemail net legal notice,1
schedule interview for stephen bennett friday august interview begins at a m a m vince kaminski ebl a m john lavarato no interview a m mike roberts jose marquez luncheon interview p m hunter shively eb c p m jeff shankman eb c p m john arnold eb c p m toni graham itinerary and resume will follow thanks kevin moore please note do not offer mr bennett a position without john lavarato approval,0
presentation dawn i met david sobotka from koch this morning and we talked about coordinating our presentations this means there will be changes intended to avoid overlaps sorry for that the portions of my presentation will survive those about valuation paradigms and i shall add a few more pages on accounting treatment of weather derivatives plus more specific examples david will cover primarily market evolution plus examples of some standard structures and we shall both give more interesting examples of specific deals executed by our companies i shall send you an updated version of my part next week let me know what the deadline is vince dawn scovill on am to vince j kaminski cc presentation thanks would you like me to include these in the conference book or do you anticipate changes dawn from dawn scovill conference coordinator powerful new ideas dawn perfectmeeting com original message from vince j kaminski to cc shirley crenshaw vince j kaminski vince j kaminski sent monday march pm presentation dawn i am sending you an electronic version of my presentation vince kaminski see attached file fplo ppt,0
telephone interview with the enron research group mr yaralov i want to apologize to you i have had the flu and have been out of the office would you be able to receive the call in the morning thursday september th at am california time am houston time we will call you at your home please let me know as soon as possible and i will arrange the interview sincerest apologies shirley crenshaw georgi yaralov on pm to cc telephone interview with the enron research group dear shirley crenshaw unfortunately i did not get any response on my previous e mail i would like to find out if you want me to set up new time frames for the interview please let me know sincerely georgi yaralov original message from to sent wednesday september am telephone interview with the enron research group good morning mr yaralov your resume was forwarded to vince kaminski and the research group with enron they would like to schedule a telephone interview with you at your convenience to see if there might be a fit somewhere within our group please let me know several time frames that might be acceptable to you for this interview the interviewers would be stinson gibner before monday the th vice president grant masson after monday the th vice president zimin lu director tanya tamarchenko director vasant shanbhogue vice president regards shirley crenshaw administrative coordinator enron research group email shirley crenshaw enron com,0
updated credit support model latest model vasant forwarded by vasant shanbhogue hou ect on am andy west enron pm to vasant shanbhogue hou ect ect cc updated credit support model attached is an updated credit support model that you were working with for jodi coulter the same sheets paperco credit and data are the sheets to key on please let me know if you have any questions andy x,0
european energy april amsterdam angela no problem i shall be glad to do it happy holidays if i don t hear from you vince angela adedeji on pm please respond to angela adedeji to vince j kaminski hou ect ect cc european energy april amsterdam hi vince european energy april amsterdam i hope all is well i wondered whether or not you would be interested in chairing the stream of your talk i look forward to hearing from you soon kind regards angela attl htm,0
harvest lots of e mail addresses quickly dear cpunks want to harvest a lot of email addresses in a very short time easy email searcher is a powerful email software that harvests general email lists from mail servers easy email searcher can get email addresses directly from the email servers in only one hour easy email searcher is a bit windows program for e mail marketing it is intended for easy and convenient search large e mail address lists from mail servers the program can be operated on windows me and nt easy email searcher support multi threads up to connections easy email searcher has the ability to reconnect to the mail server if the server has disconnected and continue the searching at the point where it has been interrupted easy email searcher has an ergonomic interface that is easy to set up and simple to use easy email searcher is an email address searcher and bulk e mail sender it can verify more than email addresses per minute at only kbps speed it even allows you send email to valid email address while searching you can save the searching progress and load it to resume work at your convenience all you need to do is just input an email address and press the search button very low price now the full version of easy email searcher only costs click the following link to download the demo download site download site if you can not download this program please copy the following link into your url and then click enter on your computer keyboard here is the download links disclaimer we are strongly against continuously sending unsolicited emails to those who do not wish to receive our special mailings we have attained the services of an independent rd party to overlook list management and removal services this is not unsolicited email if you do not wish to receive further mailings please click this link mailto removal btamail net cn this message is a commercial advertisement it is compliant with all federal and state laws regarding email messages including the california business and professions code we have provided the subject line adv to provide you notification that this is a commercial advertisement for persons over yrs old this sf net email is sponsored by thinkgeek welcome to geek heaven thinkgeek com sf spamassassin sightings mailing list,1
orillion and ebs visit confirmation of meeting with orillion gentlemen i have spoken with jerry sellers of orillion and he will be visiting with ebs on tuesday april for about half a day orillion is scheduled to be at ebs from p m in conference room cl the following individuals will participate on behalf of orillion they are as follows jerry sellers chairman terry lindsey president professor ken dick technical advisory board at university of nebraska orillion would like to propose the following discussion topics introduce orillion to ebs engage in technical discussions discussions on how orillion can help ebs participants from ebs arshak sarkissian for scott yeager vince kaminski john griebling james reece david reece everette plante diane hetzel dorn hetzel ravi thuraisingham,0
save your money buy getting this thing here you have not tried cialls yet than you cannot even imagine what it is like to be a real man in bed the thing is that a great errrectlon is provided for you exactiy when you want cialls has a iot of advantaqes over viagra the effect iasts hours you are ready to start within just minutes you can mix it with alcohoi we ship to any country get it right now,1
please keep in touch hi just like to say that it has been great meeting and working with you all i will be leaving enron effective july th to do investment banking in hong kong i will initially be based in new york and will be moving to hong kong after a few months do contact me when you are in the vicinity i don t know my contact details yet and would let you know once i get it in the meantime i will always be checking my e mail at royibasco yahoo com please let me know what your e mail addresses are and keep in touch best regards roy,0
powerisk cocktail parties for your information thanks iona forwarded by iona maclean lon ect on enron capital trade resources corp from tunuja tulsiani to cc rosemary fitzgerald simon turner powerisk cocktail parties important announcement two key social functions at powerisk your personal invitation powerisk has teamed up with three key industries partners to bring two important networking functions at this year s powerisk a full invitation has been sent to you in the post but please print out and bring the two attached invitations with you in case your postal copy does not reach you for any reason the first cocktail party will be held on tuesday rd october between pm and pm and will be hosted by virtual credit services and true quote com this welcome cocktail party is open to all delegates and speakers whether or not you are attending the e commerce day on the tuesday running until pm it should allow you time to attend even if you have a late evening flight the second cocktail party will be held on wednesday th october at the palais brongniart the home of parisbourse who will be hosting the function transport to and from this event will be provided for all delegates there is no need to reply we look forward to seeing you at both events regards rosemary fitzgerald powerisk director,0
interview schedule for punit rawal hi molly punit rawal is a carnegie mellon student that kevin kindall and bob lee interviewed back in december we would like to bring him in for an interview he is definately a trading support prospect i forwarded his resume to john lavorato back in december and inquired as to whether he would be interested in interviewing him or not but have had no response except that he has not had a chance to look at his resume yet vince originally said that either john or gary hickerson might be interested i did not send his resume to gary maybe you can check with him i am attaching the interview request form and his resume thanks shirley punit rawal newresume doc,0
enterprise risk management conference it appears that things are filling up fast among the open topics listed techniques for the clarification and quantification of operational risk within the energy industry and var stress testing and extreme value theory within an enterprise risk management framework seem to be the best we have liberty to suggest our own topic maybe along the lines of asset liability management do you have a preference kevin k forwarded by kevin kindall corp enron on pm paul bristow on am please respond to paul bristow to cc enterprise risk management conference dear kevin following our telephone conversation please find attached a summary of topics proposed for inclusion in the forthcoming enterprise risk management conference last year the event attracted over eighty delegates and more are expected this year the conference will be held in houston on thursday th and friday th november with a pre conference seminar on the th as we discussed i would be delighted to invite enron to lead a session i would be happy to consider any of the available sessions or if you have a session that you feel is currently missing from the programme do not hesitate to make a suggestion i have attached a file that gives an indication of the topics that have been identified so far although i have bullet points for the sessions i would first like to identify interested parties and then work with them to develop a session that reflects their particular expertise and experience i also think that by continuously developing the points we can make greater allowances for continuity between each participant i look forward to speaking with you soon yours sincerely paul bristow senior course and conference producer eprm maildoc doc,0
friday night dinner itinerary dinner team itinerary date friday december restaurant la columbe d or montrose cocktails pm dinner pm pm table no executive host vince kaminski associate analyst co host joana ryan dinner details all super saturday candidates will be arriving at the restaurant by shuttle a member of the associate and analyst program staff will greet them this staff member will also be there to assist you there will be a short cocktail reception prior to dinner during the reception you will have the opportunity to meet many of the candidates a table has been reserved in the executive host s name students will not have seating assignments this year the hosts should feel free to invite up to four students to sit at their table if desired dress for the evening is business attire hosts are no longer responsible for the bill if you would like to provide feedback on any candidate an evaluation form is attached or you may discuss your input with the associate and analyst staff member after dinner the evaluation form must be faxed to prior to p m on saturday to be included in the decision meeting,0
invites for australian energy risk july dear lucie when i agreed to speak at the above conference it was agreed that enron could bring another staff member to attend gratis however i noticed that enron is actually providing two speakers dr vince kamainski and myself it would be appreciated if we could instead of sending two staff members to the same seminar that enron sends one staff member to the aust energy seminar and one staff member to the risk sydney seminar in august the length pricing are similar for both the seminars upon your reply i will supply the names of the staff members there is strong internal competition to go thank you raymond pm july lucie deathridge on am please respond to lucie deathridge to cc australian energy risk thank you for agreeing to speak at the australian energy risk conference in sydney in july last week i sent a speaker pack to you i would be grateful if you would confirm receipt of this by return of email in the event that you have not received it please let me know immediately and send me your full contact details i am the co ordinator of this conference and please do not hesitate to contact me if you have any queries regards lucie deathridge conference co ordinator risk publications tel,0
weather course vince i ve distributed the info on the course gary taylor the head of marketing said that there were perhaps two people he d like to send and he thought that the teachers would be able to benefit from having people from the weather derivatives desk in attendance but that the price of a person was too steep gary being the head of marketing that he is would like to see if there would be some special deal that could be arranged for people from the weather desk but he doesn t want to cross the line joe original message from kaminski vince enron com sent monday february pm to joseph hrgovcic hou ect enron cc kaminski vince weather course joe this is the most recent offer from lacima weather derivatives course what do you think vince forwarded by vince j kaminski hou ect on pm julie on pm please respond to julie to vincejkaminski cc weather course vince enron is fine although i think we have to pay for the hyatt anyway good discount i have a feeling that my idea of a good discount and the weather desk s idea is probably different for the one day per person if you think that there will be around people or more then we can offer a day rate regardless of the number of people thanks vince julie ps of course when i announced that we were cancelling people started responding that they wished to attend ugh original message from vince j kaminski enron com to julie cc vince j kaminski enron com sent friday february pm weather course julie enron location makes more sense no reason to pay for the hotel also i think that one day makes more sense i contacted the weather desk about including other people at the training course i think that they would be interested if they got a good discount vince julie on am please respond to julie to cc weather course vince great just to let you know we decided not to wait on the indecisive ones and postponed the open course it s yours whatever you want day specific to what you feel will be of the most benefit days hyatt or enron or not at all i hope this doesn t cause problems for you special deal for sure i owe my godfather julie original message from vince j kaminski enron com to julie cc joseph hrgovcic enron com sent thursday february pm weather course julie that s definitely an option we can provide the room maybe we can cut with you a special deal for enron and increase the of people attending i am forwarding your message to our weather desk vince joe what do you think about it vince julie on am please respond to julie to vincejkaminski cc weather course vince we just wanted to let you know that we only have people signed up for the weather derivatives course all from enron so far we have a couple more that have expressed strong interest but we are awaiting their final decision if no one else signs up chris and les thought that you guys could probably get through the first day pretty easily and thus thought it may be an option to teach just the nd day material pricing only at enron doing it at the hyatt is an option as well but the room might be on the large side we would obviously reimburse you for the day not taught we can teach both days as well but thought you may want to save some time i just wanted to give you some time to think about it we will know where we stand on final numbers by next wednesday julie,0
prof at rice here is this prof s home page at rice his name is richard baraniuk www dsp rice edu richb stinson,0
confirmation of your order this is an automatic confirmation of the order you have placed using it central request number ecth pqqca order for vince j kaminski mpl microportable projector enron it purchasing,0
double coverage amount same payment uyz save up to on your term life insurance compare rates from top insurance companies around the country in our life and times it s important to plan for your family s future while being comfortable financially choose the right life insurance policy today click the link below to compare the lowest rates and save up to compare your coverage you ll be able to compare rates and get a free application in less than a minute get your free instant quotes compare the lowest prices then select a company and apply online get a free quote now you can t predict the future but you can always prepare for it referral agent,1
delivery status notification failure this is an automatically generated delivery status notification delivery to the following recipients failed info kvmdoor com,1
interview with enron pierre philippe we have two options kevin will be interviewing in mid december in pittsburgh and he can talk to you you or we can invite you to houston what are you interested in a quant position or a trading job our trading desks are looking for people with trading experience vince pierre philippe ste marie on am to cc interview with enron dear mr kaminski even though i cannot pass official interviews i would like to discuss with enron i was really impressed by your presentation and i think i would be a good fit for your firm i know that you will be soon recruiting on campus maybe we could set up an informal meeting either give me a call at home or send me an email at this address i would appreciate though not to appear on interview lists pierre philippe ste marie pstemarie homestead com,0
benzene forward curve hedge calculator new market we are trying to develop in benzene swaps possibly hedging with financial naphtha and physical toluene rgds anjam forwarded by anjam ahmad lon ect on anjam ahmad to robert brewis lon ect ect stuart bland lon ect ect cc dale surbey lon ect ect hrvoje paver lon ect ect stinson gibner hou ect ect tracy wallace lon ect ect benzene forward curve hedge calculator dear all attached is the spreadsheet benzenecurves xls also available in s research globalproducts that will hopefully allow you to derive a mid curve for benzene based upon our existing naphtha curve produced by tracy the previous hedge ratio analysis is still part of the new spreadsheet for clarity a graph of the curve based on through data is depicted below i can also provide confidence bands on the regression model if this can assist in deciding the bid offer spread for the forward curve but this is slightly more involved let me know you d like this regards anjam x attachment,0
you ve received a greeting from a family member d you have just received a virtual postcard from a family member you can pick up your postcard at the following web address if you can t click on the web address above you can also visit postcards at www postcards org postcards and enter your pickup code which is a valets cloud mad your postcard will be available for days oh and if you d like to reply with a postcard you can do so by visiting this web address www postcards org or you can simply click the reply to this postcard button beneath your postcard we hope you enjoy your postcard and if you do please take a moment to send a few yourself regards postcards www postcards org postcards,1
p c what do i need to do in order to get this p c early a m please let me know thanks kevin moore very important forwarded by kevin g moore hou ect on am kevin g moore am to lyn malina hou ect ect shirley crenshaw hou ect ect vince j kaminski hou ect ect mike a roberts hou ect ect cc p c we spoke about the p c for trisha tlapek location eb b co r c thanks kevin moore x,0
f up sheila i am forwarding you a message i received a few days ago i want to ask you for advice how to handle this case my first reaction was to ignore it the longer i think about it the more convinced i become that some action is required let s try to reverse the situation and assume for the sake of argument that a female employee was harassed by a male colleague an employee informs her boss a few months later about the alleged incident and the boss chooses to ignore it in many similar cases courts subsequently found against the companies that decided to turn a blind eye to such complaints the fact that we are dealing with the case of reverse harassment is immaterial if i ignore this complaint i may expose the company to charges of double standard in handling sexual harassment cases my recommendation would be to ask maureen to attend sensitivity training and sexual harassment prevention class please let me know what you think sorry to burden you with this case vince forwarded by vince j kaminski hou ect on am clayton vernon enron pm to vince j kaminski hou ect ect cc f up vince i got your message i was up on the roof of the building helping to fix the weather satellite dish what a gorgeous view of houston i appreciate your words everything remains fine vince you are my father here at enron and i admire and respect you greatly i think i know the kind of person you are in terms of your integrity and i admire the high standards you set for all of us in your extended group i want to let you know i am not the only one in the group who doesn t appreciate the way maureen disrespects you you remain the key external factor in their success it is not simply their own abilities that matter to their futures but your own vince s success with upper management that matters we respect you and we don t like it when you are disrespected maureen didn t disrespect me today vince she disrespected you it s time i told you something last april maureen highly intoxicated following a work related function at ninfa s made an unsolicited predatory sexual advance on me at my desk on the th floor i was shocked and disgusted but i didn t say one word about this vince because i played it out and didn t want to put you into the position of having a raving maureen in your midst as you perhaps had to fire her and then endure a litany of gender bias crap lawsuits i took one for the team vince i can rt say i would do it again maureen is brazen to berate me after what she did in public no less i appreciate your bringing me into enron i ve found a respectful and indeed a loving work environment i remain willing to do whatever i can to help the group clayton,0
wti crude price and ny harbor resid prices vs henry hub and new york city gate gas by month michael can you please provide this information let me take a look at it before it s released thanks vince forwarded by vince j kaminski hou ect on am margaret carson enron pm to vince j kaminski hou ect ect cc wti crude price and ny harbor resid prices vs henry hub and new york city gate gas by month vince i am doing some advocacy for ena to refute a law suit about changes in gas prices spiking in new york in dec jan mar compared to dec jan mar for the december through march month period can you please have someone in your group provide me with a set of avg monthly prices for wti oil and ny harbor resid vs henry hub and ny city gate avg monthly prices during this period thanks for helping us out on this margaret,0
mg integration support daily update hi richard lloyd fleming introduced me to the key personnel on the trading and risk side at mg today i spent most of today discussing forward curves and option volatilities with tim jones russell plackett and jon barrett i hope to be able to get historical data from david thompson to facilitate forward curve analysis for our var models also discussed valuation issues e g option on calendar spread that they need a model for also was able to get a good understanding of trading strategies and nuances of aluminum copper and nickel markets regards anjam x richard sage to stop mike jordan lon ect ect andrew cornfield lon ect ect naomi connell lon ect ect stephen wood lon ect ect tim poullain patterson lon ect ect andrea m kerch lon ect ect janine juggins lon ect ect lloyd fleming lon ect ect tim davies lon ect ect david hardy lon ect ect barry sangster lon ect ect robert campbell lon ect ect alex holland lon ect ect michael heap lon ect ect phil redman lon ect ect fiona grant lon ect ect toby knight lon ect ect melissa laing lon ect ect jeanie slone lon ect ect beth apollo lon ect ect mark pickering lon ect ect suzanne lane lon ect ect stephen evans lon ect ect niamh o regan lon ect ect anjam ahmad lon ect ect fernley dyson lon ect ect eric gadd lon ect ect cc mg integration support daily update deal entry the need for data entry clerks becomes clearer when we understand that between and manual deal tickets are written each day which then have to be keyed in romulus the trading assets of rudolf wolff in london and new york were bought after close of play on friday included with the metals trading is a proprietary fx desk and a softs desk trading coffee cocoa and sugar the softs people are expected to arrive in enron house at the end of july eol two metals trades have been executed on eol,0
